index,stock_idx,time_period,stock_ticker,score
1811,1,181,TECH,2.346742573690841
1815,5,181,LLY,2.4895033565865505
1825,5,182,LLY,2.9391430403147916
1835,5,183,LLY,3.8795215636687264
1846,6,184,NWS,3.8451295063182247
1856,6,185,NWS,3.648559290193248
1866,6,186,NWS,2.5737138938234674
1917,7,191,DLR,3.1381009869427623
1927,7,192,DLR,2.8344703003735754
2011,1,201,TECH,2.819784527890638
2089,9,208,ORCL,2.6292919295401034
2099,9,209,ORCL,2.822456464212026
2121,1,212,TECH,3.4030341161862943
2236,6,223,NWS,2.9184028104676853
2481,1,248,TECH,4.232321045423918
2491,1,249,TECH,3.8440725364731945
2495,5,249,LLY,2.4509178191219405
2501,1,250,TECH,3.6503858319613336
2537,7,253,DLR,2.6393471939063446
2557,7,255,DLR,2.489851016567532
2589,9,258,ORCL,3.4540869000718772
2599,9,259,ORCL,3.0042156685709194
2609,9,260,ORCL,2.4867077569416027
2682,2,268,HAL,2.892816029171374
2722,2,272,HAL,2.5511010469537494
2732,2,273,HAL,2.8682287045418264
2792,2,279,HAL,3.747439662313947
2809,9,280,ORCL,2.7622528062996903
2819,9,281,ORCL,2.275388564688106
2866,6,286,NWS,2.222867664114959
2876,6,287,NWS,2.414769911067042
2886,6,288,NWS,2.3027477042066127
2902,2,290,HAL,3.094107656313846
2904,4,290,BG,4.822015118335519
2938,8,293,ALLE,2.247628850703307
2963,3,296,STZ,2.6060654343223826
3012,2,301,HAL,4.94702223406922
3014,4,301,BG,5.7310927296910466
3065,5,306,LLY,3.126590620327749
3075,5,307,LLY,3.55204792332216
3085,5,308,LLY,2.406152461336481
3115,5,311,LLY,2.3373585204216014
3118,8,311,ALLE,2.6724903821353867
3122,2,312,HAL,4.76708943192498
3124,4,312,BG,5.503834165259256
3138,8,313,ALLE,2.20738172474876
3164,4,316,BG,2.8536443289342475
3174,4,317,BG,2.2836329229331827
3182,2,318,HAL,2.2718652664026595
3184,4,318,BG,3.560558049984714
3194,4,319,BG,2.444008498622451
3195,5,319,LLY,2.766612839901164
3201,1,320,TECH,2.3691098254884255
3205,5,320,LLY,2.360716620742479
3211,1,321,TECH,4.463251345022601
3221,1,322,TECH,4.265656038883651
3225,5,322,LLY,3.512982175857213
3232,2,323,HAL,5.093697499926582
3234,4,323,BG,4.066074581668979
3241,1,324,TECH,3.8551769586707585
3245,5,324,LLY,4.34383086332536
3255,5,325,LLY,3.8887805937475397
3346,6,334,NWS,2.419312269508908
3352,2,335,HAL,2.2916809046374143
3354,4,335,BG,2.4524889403289953
3464,4,346,BG,2.4110912310462793
3467,7,346,DLR,2.343959070320774
3489,9,348,ORCL,2.681405837220327
3519,9,351,ORCL,2.388250668777799
3529,9,352,ORCL,3.768107058173957
3539,9,353,ORCL,2.935155286410047
3572,2,357,HAL,2.5356943225639776
3577,7,357,DLR,4.161462786661274
3682,2,368,HAL,3.7383121787172504
3687,7,368,DLR,3.7133236021074243
3784,4,378,BG,2.8314367912226666
3792,2,379,HAL,3.4690498290681173
3804,4,380,BG,2.4742538222245907
3814,4,381,BG,2.8772684259942065
3847,7,384,DLR,4.125465396815202
3857,7,385,DLR,3.690631200012894
3867,7,386,DLR,3.504879264441345
3871,1,387,TECH,2.8908420382106197
3875,5,387,LLY,4.533302634222534
3881,1,388,TECH,3.362239287684399
3885,5,388,LLY,4.807442927947777
3891,1,389,TECH,3.2772147692280384
3895,5,389,LLY,3.9881588635010523
3902,2,390,HAL,2.409896800038263
3931,1,393,TECH,2.7744234908573557
3933,3,393,STZ,2.5014332047966947
3937,7,393,DLR,2.1594113336357026
3941,1,394,TECH,3.0521499596814285
3942,2,394,HAL,2.2798120157364465
3945,5,394,LLY,2.4217102548136737
3947,7,394,DLR,2.3113973807923474
3952,2,395,HAL,2.4946397161014118
3955,5,395,LLY,3.853067354029932
3956,6,395,NWS,2.4111818108624408
3957,7,395,DLR,2.2539865617528756
4001,1,400,TECH,4.262355322547985
4021,1,402,TECH,3.542117027113333
4071,1,407,TECH,2.314965057348717
4189,9,418,ORCL,3.0118723220913184
4271,1,427,TECH,3.027416853610123
4285,5,428,LLY,2.510658613738291
4403,3,440,STZ,4.698217721825858
4404,4,440,BG,2.156109927722374
4413,3,441,STZ,5.057274255964811
4414,4,441,BG,2.2353751388342853
4421,1,442,TECH,3.4323106694075105
4423,3,442,STZ,5.286631173044002
4425,5,442,LLY,2.677228364899262
4431,1,443,TECH,2.640015590962037
4435,5,443,LLY,3.0108139422986606
4445,5,444,LLY,2.966225949633822
4456,6,445,NWS,2.965599379563599
4467,7,446,DLR,2.847924700852593
4489,9,448,ORCL,2.8768417053471684
4499,9,449,ORCL,4.5134413672166716
4509,9,450,ORCL,4.602874965876413
4519,9,451,ORCL,2.5331420611164033
4527,7,452,DLR,3.5896803807469038
4529,9,452,ORCL,4.615623655918361
4537,7,453,DLR,4.191420076069283
4539,9,453,ORCL,5.136156729564177
4541,1,454,TECH,2.2757487324193084
4547,7,454,DLR,4.074803368848897
4549,9,454,ORCL,4.679992677960776
4559,9,455,ORCL,3.033927013200485
4572,2,457,HAL,2.1787633184321806
4577,7,457,DLR,2.5420267587779404
4601,1,460,TECH,2.206428181621875
4611,1,461,TECH,2.2056360119041374
4614,4,461,BG,2.7021149185316986
4616,6,461,NWS,2.7853898172456955
4621,1,462,TECH,3.092589213206773
4624,4,462,BG,2.4745836532696606
4631,1,463,TECH,3.998791328982062
4641,1,464,TECH,3.506705814264307
4682,2,468,HAL,2.7651476506939243
4716,6,471,NWS,2.789160295456284
4726,6,472,NWS,3.0214174481476257
4736,6,473,NWS,2.848111498218314
4739,9,473,ORCL,3.065936838199182
4749,9,474,ORCL,2.458197901792942
4761,1,476,TECH,2.410602274810997
4782,2,478,HAL,2.181219621828982
4802,2,480,HAL,3.325982949904767
4812,2,481,HAL,2.8743524491449857
4829,9,482,ORCL,2.644253895165299
4833,3,483,STZ,2.346857932130832
4839,9,483,ORCL,3.3188929899927655
4843,3,484,STZ,2.216309169409165
4845,5,484,LLY,2.993224364014443
4849,9,484,ORCL,3.8809772185797016
4851,1,485,TECH,3.245358525288038
4855,5,485,LLY,2.1537076491381626
4859,9,485,ORCL,3.367622562640115
4861,1,486,TECH,4.1666674444106375
4869,9,486,ORCL,3.712361294241093
4871,1,487,TECH,3.8263512846681955
4879,9,487,ORCL,2.3001441570844325
4981,1,498,TECH,3.200534921915021
4991,1,499,TECH,3.037605869546726
5001,1,500,TECH,2.6761921976322416
5017,7,501,DLR,3.245522220448464
5037,7,503,DLR,2.7593755692441713
5047,7,504,DLR,2.323549401967329
5060,0,506,MDT,3.1143330174481965
5070,0,507,MDT,2.155444123210829
5082,2,508,HAL,2.3598305068325054
5092,2,509,HAL,3.7805273906103247
5102,2,510,HAL,3.3386043487370882
5112,2,511,HAL,2.267461843404041
5117,7,511,DLR,2.532867225607034
5127,7,512,DLR,2.7623969170670217
5142,2,514,HAL,2.666197144321205
5151,1,515,TECH,2.9561420434699195
5152,2,515,HAL,2.4026840837599526
5155,5,515,LLY,2.9684415300825178
5161,1,516,TECH,3.1103877130104833
5171,1,517,TECH,2.989509374316303
5226,6,522,NWS,2.4110078318924955
5272,2,527,HAL,2.7036301862180956
5324,4,532,BG,4.083732721041997
5327,7,532,DLR,3.5729829770145773
5329,9,532,ORCL,3.1578053858580812
5334,4,533,BG,3.6612753303697567
5337,7,533,DLR,4.423364141048236
5344,4,534,BG,2.9034692597917706
5347,7,534,DLR,4.0804622536550585
5351,1,535,TECH,2.2961103674535877
5352,2,535,HAL,2.5596865604354084
5355,5,535,LLY,2.924428442843796
5357,7,535,DLR,2.3864898860817276
5367,7,536,DLR,2.761757779937895
5372,2,537,HAL,2.7316634061792384
5382,2,538,HAL,4.008827432202928
5388,8,538,ALLE,2.4380903495675312
5392,2,539,HAL,3.3688500191213726
5424,4,542,BG,2.7874494191622645
5434,4,543,BG,3.91519840161143
5444,4,544,BG,2.1838009840976396
5449,9,544,ORCL,2.4741924438006873
5454,4,545,BG,2.246436707387658
5459,9,545,ORCL,3.150903821880864
